budget,popularity,revenue,runtime,title,vote average
11000000,16.856231,34872033,89,Freddy's Dead: The Final Nightmare,5.1
8000000,19.683187,60378584,110,Monster,7
5000000,9.358197,28200000,127,"20,000 Leagues Under the Sea",6.8
5000000,19.984477,86362372,84,Paranormal Activity: The Marked Ones,5.2
5000000,30.271066,26010864,124,The Elephant Man,7.9
5000000,59.454473,55198285,117,Dallas Buyers Club,7.9
3300000,20.304235,64110728,83,The Lazarus Effect,5.1
9000000,60.715151,39723096,113,Memento,8.1
5000000,35.871248,44030246,104,Oculus,6.3
5000000,18.077963,26888376,97,Clerks II,6.9
5000000,20.428237,110000000,110,Billy Elliot,7.4
4600000,32.14444,23198652,103,The Way Way Back,7.1
0,3.673566,0,94,House Party 2,4.7
3500000,3.656491,20659423,104,The Man from Snowy River,6.8
0,1.88484,0,77,Doug's 1st Movie,5.4
5000000,4.227807,0,134,The Apostle,6.1
0,3.102862,0,129,Mommie Dearest,6.5
10000000,15.688439,17273593,90,Our Idiot Brother,5.9
5000000,22.9951,24804129,134,Race,7.1
0,5.769822,0,104,The Players Club,6.4
5000000,26.510558,40100000,93,"As Above, So Below",6.1
0,7.544515,0,105,Addicted,5.4
0,1.126941,0,109,Eve's Bayou,6.1
5000000,35.307577,43884652,99,Still Alice,7.5
5000000,4.079111,15000000,139,The Egyptian,6
5000000,7.058868,19905359,99,Nighthawks,6.4
5000000,12.904615,14000000,100,Friday the 13th Part VIII: Jason Takes Manhattan,4.8
5000000,18.115566,368744044,95,My Big Fat Greek Wedding,6.2
5000000,62.554173,31724284,94,Spring Breakers,5
5000000,9.483717,15116634,88,Halloween: The Curse of Michael Myers,5
5000000,16.890285,33616692,106,Y Tu Mamá También,7.3
4000000,49.12486,30039392,99,Shaun of the Dead,7.5
0,8.309894,0,82,The Haunting of Molly Hartley,4.3
5000000,5.960149,13269963,135,Lone Star,6.9
5000000,9.302349,17768757,88,Halloween 4: The Return of Michael Myers,5.9
5000000,8.190888,0,89,April Fool's Day,5.8
0,5.87193,0,110,Diner,6.9
5000000,8.452666,12232628,107,Lone Wolf McQuade,5.5
5000000,17.028252,25562924,86,Apollo 18,5
5000000,19.336367,16174377,102,Sunshine Cleaning,6.5
5000000,38.006982,54418872,103,No Escape,6.7
0,6.377523,14056528,118,The Beastmaster,6
5000000,0.835617,12200000,139,Solomon and Sheba,5.4
20000000,14.947588,21164799,92,Fifty Shades of Black,4.3
0,5.1299,0,99,Not Easily Broken,6.3
4,1.199451,25,89,A Farewell to Arms,6.2
0,3.810827,0,96,The Perfect Match,5.2
5500000,3.7387,0,82,Digimon: The Movie,6.2
0,9.85123,0,92,Saved!,6.3
8000000,3.03091,3432342,99,The Barbarian Invasions,6.7
0,3.199904,0,106,Robin and Marian,6.6
5000000,2.739307,0,90,The Forsaken,4.9
5000000,5.348446,7230000,118,Force 10 from Navarone,6.4
5000000,4.070044,0,97,UHF,6.7
0,9.974681,6538177,94,Grandma's Boy,6.6
5000000,6.308298,0,91,Slums of Beverly Hills,6.5
5000000,49.333137,5321508,175,Once Upon a Time in the West,8.1
5000000,4.149628,5476060,94,Made,6.3
5000000,46.114184,9760104,97,Moon,7.6
0,3.562563,0,90,Keeping Up with the Steins,5.2
5000000,4.498368,4074023,41,Sea Rex 3D: Journey to a Prehistoric World,5.9
5000000,7.673124,3263585,112,The Sweet Hereafter,6.8
4000000,4.992475,41424067,120,Of Gods and Men,6.5
5000000,6.174435,4040588,110,Bottle Shock,6.6
0,0.805312,0,87,Jekyll and Hyde ... Together Again,4.6
5000000,8.753409,3049135,99,Heavenly Creatures,7
5000000,3.943706,4842699,121,90 Minutes in Heaven,5.4
5000000,9.169411,2614773,97,Everything Must Go,6
5000000,2.732031,1980338,116,Zero Effect,6
5000000,35.252056,8203235,101,The Machinist,7.3
5000000,6.063868,0,103,Light Sleeper,5.7
5000000,21.343093,2450846,112,Kill the Messenger,6.6
5000000,10.095184,5129058,91,Rabbit Hole,6.9
5000000,4.129165,742898,98,Party Monster,5.9
5000000,30.001024,3220371,95,Green Room,6.7
5000000,6.759235,0,88,The Oh in Ohio,5.8
5000000,1.731035,846704,99,Atlas Shrugged Part III: Who is John Galt?,3.9
7000000,11.700578,560069,91,Bottle Rocket,6.8
6000000,2.388683,0,97,Albino Alligator,5.6
0,0.080704,0,136,"Gandhi, My Father",6
0,0.888986,0,117,Standard Operating Procedure,6.6
0,0.679351,0,94,Out of the Blue,6.5
5000000,19.940245,5476793,89,Tucker and Dale vs Evil,7.3
0,1.286991,0,92,"Lovely, Still",6.2
0,0.042442,0,128,Tycoon,6.6
0,1.116206,0,90,Desert Blue,5.5
5000000,3.05434,0,95,Decoys,4.7
5000000,38.94708,98450062,94,The Visit,6
5000000,3.792015,782102,90,Redacted,6.2
0,0.219799,0,95,Fascination,3.8
5000000,7.794,0,91,Area 51,4.2
5000000,9.136965,0,107,Sleep Tight,7
0,8.39685,0,92,The Cottage,6.3
0,7.864905,0,87,Dead Like Me: Life After Death,5.8
0,1.963219,0,80,Farce of the Penguins,3.2
0,1.546169,0,95,Flying By,7
5000000,10.619574,0,105,Rudderless,7.4
5000000,0.999655,0,67,Henry & Me,3
0,1.985243,0,95,Christmas Eve,6.1
0,0.102003,0,89,We Have Your Husband,5
15000000,10.48009,0,94,Dying of the Light,4.5
0,1.136568,0,109,Born Of War,4.1
5000000,11.095219,0,123,Capricorn One,6.4
0,0.40703,0,0,Should've Been Romeo,0
0,0.028756,0,88,Running Forever,0
5000000,8.618793,0,88,Yoga Hosers,4.7
0,2.394613,0,97,Navy Seals vs. Zombies,3.5
0,2.387463,0,120,I Served the King of England,7
5000000,5.461487,17872796,99,Soul Kitchen,7.1
1000000,14.805264,24475416,135,Sling Blade,7.4
4798235,25.30216,209696,107,The Awakening,6.3
4800000,38.83192,80578934,94,Hostel,5.7
0,3.500741,0,94,A Cock and Bull Story,6.2
5000000,19.807295,3099314,120,Take Shelter,7.1
0,1.435742,0,112,Lady in White,6.3
0,7.667888,0,98,Driving Lessons,6.3
5000000,8.496364,0,81,Let's Kill Ward's Wife,5.5
4700000,9.617777,8025872,101,The Texas Chainsaw Massacre 2,5.9
4638783,4.495256,11000000,106,Pat Garrett & Billy the Kid,7.2
4800000,35.754865,10337387,90,Only God Forgives,5.6
0,0.20323,0,80,Camping Sauvage,4.8
4,0.28076,0,83,Without Men,4.6
0,3.11319,0,105,Dear Frankie,7
0,0.137535,0,89,All Hat,1
4600000,6.368933,0,100,The Names of Love,7.3
4700000,0.217538,0,92,Treading Water,5.6
4600000,3.531877,0,97,Savage Grace,5.7
0,0.706355,0,103,Out of the Blue,5.9
4500000,15.002502,146198896,96,Police Academy,6.5
4500000,22.585384,58853106,104,The Blue Lagoon,5.8
6000000,29.834065,254700832,117,Four Weddings and a Funeral,6.6
4500000,20.403344,27092880,90,Fast Times at Ridgemont High,7
4500000,5.224593,10400000,116,Moby Dick,6.9
15000000,30.196039,13060843,135,25th Hour,7.2
4500000,15.359952,7011317,108,Bound,6.9
4500000,11.573034,7390108,102,Requiem for a Dream,7.9
0,1.847822,0,96,State Fair,6.2
0,0.425551,0,115,Tango,6.8
4500000,3.819796,0,123,Salvador,7
5000000,10.274542,10429707,98,Moms' Night Out,5.5
6000000,61.210016,1270522,113,Donnie Darko,7.7
0,0.177356,0,105,Saving Private Perez,6.1
4500000,0.011697,0,122,Character,7.7
2000000,6.249262,0,101,Spun,6.6
4500000,3.108881,744816,97,Life During Wartime,6.3
0,17.074843,23803308,115,Sympathy for Lady Vengeance,7.4
0,0.774442,0,120,Mozart's Sister,6.2
0,8.816995,0,99,Mean Machine,6
4500000,8.48639,0,110,Exiled,7
0,5.223096,623528,98,Blackthorn,6.6
0,7.759215,0,109,Lilya 4-ever,7.7
4500000,14.570359,3606395,104,After.Life,5.4
0,0.371337,0,134,Fugly,5.3
3000000,127.525581,108981275,133,One Flew Over the Cuckoo's Nest,8.2
4400000,3.898737,0,85,R.L. Stine's Monsterville: The Cabinet of Souls,6.9
0,7.315935,0,86,Silent Movie,6.7
4500000,2.551559,32000000,126,Airlift,7.3
0,8.772574,0,199,Anne of Green Gables,8.2
0,6.988357,0,103,Falcon Rising,5.5
3730500,6.938854,6294161,112,The Sweeney,5.7
5000000,11.21273,0,89,Sexy Beast,7
0,7.217328,0,124,Easy Money,6.5
8000000,12.439495,41400000,101,Whale Rider,7.1
3250000,2.126139,0,133,Paa,6.6
0,10.142218,0,120,Cargo,5.9
4200000,16.536374,0,98,High School Musical,6.1
0,0.933891,0,93,Love and Death on Long Island,6.9
4200000,12.540624,32000000,114,Night Watch,6.3
3705538,8.839651,62548947,112,The Crying Game,6.9
4000000,12.891276,125728258,94,Porky's,6.1
4000000,10.789912,0,90,Survival of the Dead,4.6
114000,25.666029,30000000,96,Night of the Living Dead,7.5
4000000,45.66662,119723856,102,Lost in Translation,7.3
4000000,35.892034,38251425,93,Annie Hall,7.8
4000000,8.988455,36000000,152,The Greatest Show on Earth,6.6
4000000,14.042041,44909486,111,Monster's Ball,6.5
4000000,40.016306,187112,95,Maggie,5.2
3600000,22.030517,49800000,112,Leaving Las Vegas,7.1
4500000,2.503612,0,86,Hansel and Gretel Get Baked,4.8
4000000,4.117968,0,105,The Front Page,6.9
4000000,24.161735,52425855,91,The Boy Next Door,4.1
4000000,1.379354,14400000,105,Trapeze,6.4
3500000,15.338211,34705850,106,The Kids Are All Right,6.5
4000000,29.852608,13008928,94,They Live,7.1
4000000,35.061467,11744471,172,The Great Escape,7.8
0,7.288352,10000000,109,What the #$*! Do We (K)now!?,5.8
5000000,10.605752,15179302,88,The Last Exorcism Part II,4.4
4000000,43.40352,44349000,164,Boyhood,7.5
4000000,17.229537,31584901,96,Scoop,6.4
7000000,2.453459,10229331,93,The Wash,5.3
6000000,1.433692,9000000,82,3 Strikes,5.9
32000000,9.976428,0,101,The Cooler,6.7
4000000,2.930058,8200000,124,The Misfits,6.8
0,7.173059,0,91,The Night Listener,5.5
0,1.735462,0,82,The Jerky Boys,4.8
0,29.071955,44000000,105,The Orphanage,7.1
0,18.428909,0,87,A Haunted House 2,5.4
4000000,11.387335,0,110,The Rules of Attraction,6.3
4000000,5.975604,6000000,143,Topaz,6.1
4000000,4.59841,4630045,84,Let's Go to Prison,5.5
4000000,22.87623,4300000,98,Four Rooms,6.5
4000000,19.107285,9304609,104,Secretary,6.7
0,0.456485,0,96,The Real Cancun,3.3
4000000,4.541908,3468572,110,Talk Radio,6.7
0,4.348416,0,84,Waiting for Guffman,7.3
0,3.347885,0,94,Love Stinks,5.4
4000000,6.091951,2426851,90,You Kill Me,6.2
0,4.757625,1919197,96,Thumbsucker,6.1
4000000,12.062371,1104682,88,Red State,5.9
4000000,7.758188,866999,101,Mirrormask,6.6
4000000,12.781973,0,102,Samsara,8
0,1.631993,0,87,The Barbarians,5.1
0,12.690224,1406224,83,The Art of Getting By,6.5
0,8.516229,0,103,Zipper,5.5
0,5.90259,0,99,Poolhall Junkies,6.5
4000000,2.866934,0,106,The Loss of Sexual Innocence,5.2
0,9.140936,641100,115,Holy Motors,6.9
4000000,22.987897,2365467,118,Joe,6.5
3000000,1.204941,302204,109,Shooting Fish,7
1300000,7.605291,354704,102,Prison,6.7
1500000,2.855963,0,95,Psycho Beach Party,6
0,0.502396,0,87,The Big Tease,5.8
4000000,1.771584,0,119,"Guten Tag, Ramón",8.1
9500000,21.230737,120000,104,Trust,6.6
0,0.068246,0,103,An Everlasting Piece,6
0,0.541652,0,93,Among Giants,4.5
16000000,18.790221,318982,100,Adore,6.1
4000000,0.409089,0,100,The Velocity of Gary,4.2
4000000,3.663108,146402,113,Mondays in the Sun,7.1
650000,12.496261,33245,98,Stake Land,6.2
0,0.596889,0,92,The Last Time I Committed Suicide,6.7
0,2.611364,0,106,Futuro Beach,6.4
4000000,3.238466,355688,119,Another Happy Day,6.2
4000000,8.30723,25345000,99,A Lonely Place to Die,6.2
0,3.408955,0,90,Nothing,5.8
0,1.876621,4037782,120,The Geographer Drank His Globe Away,7.3
0,1.807571,0,142,1776,7.1
0,6.783053,0,93,Inescapable,5.2
3950000,8.484123,8000000,127,Hell's Angels,6.1
4000000,0.936232,0,103,Purple Violets,5.7
4000000,12.822534,0,93,The Veil,4.5
0,4.989985,0,84,The Loved Ones,6.6
4000000,1.390659,0,78,The Helpers,4.1
4000000,1.923514,0,0,How to Fall in Love,5.2
0,4.118612,0,113,The Perfect Wave,4.4
3900000,9.541688,28350000,120,A Man for All Seasons,7.5
3800000,17.234745,23689877,121,Network,7.7
4000000,48.98255,400176459,238,Gone with the Wind,7.7
0,1.972668,0,98,Desert Dancer,6.5
3800000,3.490215,14873,123,Major Dundee,6.2
3768785,1.726175,8000000,107,Annie Get Your Gun,7.3
967686,20.544999,4270000,101,Four Lions,7
0,0.389471,0,115,The House of Sand,6.7
3500000,8.45342,44462,101,Defendor,6.5
3700000,0.90522,2956000,102,The Pirate,6.6
3800000,2.201678,0,95,The Good Heart,6
4000000,3.771652,13401952,109,The History Boys,6.6
3600000,21.119209,44785053,113,Midnight Cowboy,7.4
3500000,17.002623,257850122,91,The Full Monty,6.8
3500000,46.116885,83453539,88,Airplane!,7.1
5000000,1.398981,0,88,Chain of Command,5.3
3500000,25.5748,28215918,91,Friday,7
3500000,3.418871,27900000,97,Menace II Society,7.2
3500000,10.729884,14000000,92,Creepshow 2,5.9
3716946,2.676535,5000000,121,The Ballad of Cable Hogue,6.9
3500000,7.821438,13007551,134,In Cold Blood,7.4
3500000,3.281509,12800000,149,The Nun's Story,7.4
3500000,2.938973,12000000,121,Harper,6.2
3500000,10.219942,12600000,116,Frenzy,7.1
3500000,50.319662,40423945,92,The Witch,6.3
0,0.593068,0,93,I Got the Hook Up,5.4
3500000,8.406025,9482579,96,She's the One,5.7
10000000,5.588652,6451628,105,Gods and Monsters,6.8
2000000,25.894065,33965843,129,The Secret in Their Eyes,7.8
0,3.280081,0,94,Train,4.8
3600000,35.674774,5923044,84,Evil Dead II,7.6
0,3.115754,0,81,Pootie Tang,5.4
1000000,20.466433,0,86,Sharknado,3.8
0,0.015597,0,105,The Other Conquest,5.4
3500000,12.982319,4159678,103,Troll Hunter,6.7
0,0.595136,0,104,Ira & Abby,5.8
3500000,3.643608,113783,98,Winter Passing,6.7
3500000,6.396936,0,91,D.E.B.S.,5.6
0,0.909067,0,111,The Masked Saint,2.9
3500000,1.348114,0,98,The Betrayed,5.2
0,0.964802,0,104,Taxman,2
0,0.042346,0,200,The Secret,0
3500000,1.271621,0,96,02:13,4.6
3500000,25.891466,0,78,"Batman: The Dark Knight Returns, Part 2",7.9
3500000,1.618138,0,100,Time to Choose,0
3500000,4.304341,0,85,In the Name of the King III,3.3
3500000,3.158056,0,92,Wicked Blood,5.3
0,3.230779,0,86,Stranded,5
3440000,1.913302,0,90,Lords of London,3.6
3400000,5.690619,31063038,94,High Anxiety,6.5
8000000,17.537154,127392239,80,March of the Penguins,6.9
3500000,26.259389,19504039,107,Margin Call,6.7
0,1.419431,0,100,August,6.2
3000000,11.637458,3830137,92,Choke,6
3300000,192.528841,13092000,105,Whiplash,8.3
3300000,44.356711,30641770,130,City of God,8.1
600000,4.859873,4000000,99,Human Traffic,6.8
3400000,6.723057,0,118,To Write Love on Her Arms,6.8
0,3.069605,0,85,The Dead Girl,6.4
3800000,21.826888,16800000,115,The Hunt,7.9
0,15.128316,19294144,94,A Christmas Story,7.4
0,1.814802,0,91,Bella,6.7
4300000,5.643023,0,98,Class of 1984,6.2
3300000,2.964785,45000,96,The Opposite Sex,4.1
2000000,0.11615,7,92,Dreaming of Joseph Lees,8
0,13.437038,28814580,128,The Class,6.8
3200000,26.180367,33395426,136,Rosemary's Baby,7.5
3200000,11.735287,8000000,123,The Man Who Shot Liberty Valance,7.4
0,8.308442,2277396,99,Adam,6.9
0,3.027892,0,101,Maria Full of Grace,6.9
3200000,11.933449,5332926,105,Beginners,6.8
0,8.825113,658573,95,Feast,6.1
2700000,17.332585,141000000,109,Animal House,7
2500000,47.812466,124881062,110,Goldfinger,7.2
2400000,11.753553,0,110,Antiviral,5.7
3180000,42.868495,9644124,130,It's a Wonderful Life,8
4000000,63.513324,16491080,93,Trainspotting,7.8
0,1.918959,0,115,The Original Kings of Comedy,6.3
3000000,22.789649,177512032,91,Paranormal Activity 2,5.7
0,5.735912,0,91,Waking Ned,7.4
4000000,11.414843,35564473,120,Bowling for Columbine,7.3
0,6.017273,0,111,Coming Home,6.9
3000000,21.607228,29999213,87,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7
3000000,7.961559,20966644,117,A Room with a View,6.9
3000000,54.403033,89328627,86,The Purge,6
3000000,41.045084,77712439,110,Sinister,6.7
3000000,0.295226,19184015,113,Martin Lawrence Live: Runteldat,5
3000000,16.553594,17570324,108,Cat on a Hot Tin Roof,7.6
3000000,24.393296,18999718,95,Beneath the Planet of the Apes,6.2
3000000,11.241802,23144499,98,Air Bud,5.3
16000000,9.18885,68411275,93,Pokémon: Spell of the Unknown,5.9
3000000,11.158167,19472057,86,Friday the 13th Part VI: Jason Lives,5.7
3000000,23.109959,33300000,161,The Bridge on the River Kwai,7.7
3000000,1.586598,15369573,100,Spaced Invaders,4.7
2000000,3.832858,7900000,121,Family Plot,6.7
3000000,22.889294,25000000,125,The Apartment,8.1
3000000,10.341982,15938065,87,Jason Goes to Hell: The Final Friday,4.2
3000000,7.924982,13000000,128,Torn Curtain,6.4
3000000,1.697846,11718595,100,Dave Chappelle's Block Party,6.4
0,14.936661,229094,84,Slow West,6.6
3000000,0.720091,0,97,Krush Groove,7
0,2.747402,0,84,Next Day Air,5.3
3000000,6.734965,10400000,146,Elmer Gantry,7.3
3000000,13.338539,10000000,186,Judgment at Nuremberg,7.6
0,0.185373,9016377,94,Trippin',4.5
3000000,5.344815,9012000,133,Red River,7.3
0,0.982624,0,99,Phat Girlz,3.7
3000000,23.299907,11176469,108,Before Midnight,7.4
0,4.103764,0,95,Teen Wolf Too,3.8
3000000,5.003615,7282851,97,Phantasm II,6.3
3000000,0.019984,6804016,94,Woman Thou Art Loosed,5
0,1.026243,0,86,Real Women Have Curves,5.8
0,2.787375,10422387,115,Water,6.8
3800000,3.667372,28200000,97,East Is East,6.5
3000000,2.144354,0,82,Whipped,3.1
3000000,3.937939,4109095,117,Kama Sutra - A Tale of Love,5.7
3000000,5.325156,0,90,Please Give,6
3000000,23.981601,4000000,100,Willy Wonka & the Chocolate Factory,7.4
0,3.107149,0,98,Warlock: The Armageddon,5.2
0,5.016607,0,95,8 Heads in a Duffel Bag,5.4
0,13.857194,0,94,Days of Heaven,7.6
0,6.997495,0,104,Thirteen Conversations About One Thing,6.4
3000000,4.337685,3076820,87,Jawbreaker,5.9
2962051,3.636634,3011195,108,Basquiat,6.6
0,15.492257,4069826,86,Frances Ha,7.2
3000000,2.504169,9879971,94,Tsotsi,6.9
3000000,10.757539,2807390,139,Happiness,7.4
0,1.580027,0,89,DysFunktional Family,6.1
2800000,15.754614,1826705,102,Tusk,5.1
3000000,56.76349,14980005,120,Oldboy,8
0,3.644872,0,110,Letters to God,6.5
3000000,16.900433,748453,86,Hobo with a Shotgun,5.7
3000000,1.569246,0,101,Compadres,5.2
3000000,4.682881,0,110,Freeway,6.5
0,1.128559,0,87,Love's Abiding Joy,5.8
3000000,12.68672,2357852,123,Fish Tank,6.9
0,3.750338,0,99,Damsels in Distress,5.6
0,2.857848,0,176,Creature,4
3000000,20.95282,11947954,87,Bachelorette,5.3
0,0.18094,0,120,Brave New Girl,3.7
0,1.75311,0,94,Tim and Eric's Billion Dollar Movie,5.2
2700000,3.120747,0,98,Summer Storm,6.7
0,0.384496,0,0,Fort McCoy,6.3
0,2.504156,0,96,Chain Letter,3.9
3000000,0.431332,0,97,Just Looking,5.8
3000000,11.882563,22000,112,The Divide,5.7
0,9.342465,0,88,The Eclipse,6.1
3000000,12.564554,3387000,83,Demonic,4.9
0,0.68822,0,80,My Big Fat Independent Movie,3
0,0.194848,0,90,The Deported,0
0,2.015525,0,96,Tanner Hall,5.4
3000000,2.680629,0,85,Open Road,5.2
0,12.036888,0,84,They Came Together,5.3
0,1.737032,0,80,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9
3000000,9.249229,0,90,Never Back Down 2: The Beatdown,5.8
2500000,5.164423,3200000,92,Point Blank,7.1
3,0.008263,0,100,Four Single Fathers,0
0,1.998826,0,88,Enter the Dangerous Mind,4.8
3000000,1.968679,0,95,Something Wicked,4.6
3000000,1.141463,0,79,AWOL-72,2.8
0,0.214704,0,88,Iguana,6
3200000,1.034844,0,95,Chicago Overcoat,6.1
0,1.975941,0,95,Barry Munday,6.3
2900000,5.928937,5596708,113,Central Station,7.6
2900000,3.370225,5000000,136,Pocketful of Miracles,7.3
0,5.485217,0,80,Close Range,4.9
0,0.18887,0,105,Boynton Beach Club,6.8
3000000,3.077885,0,90,Amnesiac,4.1
3000000,1.781462,103735,93,Freakonomics,6.6
0,4.952983,0,91,High Tension,6.6
2902660,1.35088,0,93,Griff the Invisible,6.1
0,0.687656,0,89,Unnatural,4.3
8000000,6.39503,23563727,116,Hustle & Flow,6.9
2883848,39.30982,25000000,122,Some Like It Hot,8
2800000,9.070842,19170001,88,Friday the 13th Part VII: The New Blood,5.3
2777000,67.417542,33754967,102,The Wizard of Oz,7.4
2800000,36.444894,86273333,106,Young Frankenstein,7.7
2000000,15.351412,5364858,95,Diary of the Dead,5.4
0,2.436019,0,144,Lage Raho Munna Bhai,7.6
0,0.93392,0,112,Ulee's Gold,6.5
2700000,11.35972,37799643,118,The Black Stallion,7
0,0.296981,0,0,Sardaarji,9.5
0,1.776624,0,90,Journey to Saturn,4.9
2686000,1.897263,6600000,109,Donovan's Reef,6
0,0.144031,0,103,The Dress,7
2627000,0.531444,5363000,120,A Guy Named Joe,6
2600000,22.793929,119500000,93,Blazing Saddles,7.2
2600000,14.013414,32980880,91,Friday the 13th: The Final Chapter,5.9
2159280,13.265432,10700000,80,Ida,7.1
0,11.552247,0,134,Maurice,7.1
0,1.73892,0,86,Beer League,5.3
2600000,0.895946,3166000,105,Riding Giants,7.6
2600000,19.02965,553198,92,Timecrimes,7
0,0.406645,0,99,Silver Medalist,7.4
2600000,3.687574,0,97,Timber Falls,5.2
2540800,36.556954,7200000,103,Singin' in the Rain,7.8
0,0.545825,0,97,"Fat, Sick & Nearly Dead",7.1
2500000,18.661541,60141683,86,A Haunted House,5.4
2500000,0.973582,33400000,87,2016: Obama's America,4.6
0,14.885388,34585416,108,That Thing You Do!,6.8
2500000,12.030456,14400000,98,Halloween III: Season of the Witch,5
2500000,18.30961,12348905,98,Escape from the Planet of the Apes,6.3
2500000,6.82919,10000000,112,Hud,7.5
0,9.799357,32230907,74,Kevin Hart: Let Me Explain,7.1
2500000,10.363642,0,104,My Own Private Idaho,7.1
2500000,30.583959,26781723,102,Garden State,7.1
2500000,23.672571,5535405,105,Before Sunrise,7.7
0,0.205034,0,100,Evil Words,6.9
0,5.581743,0,107,Jesus' Son,6.7
0,2.487255,0,91,Saving Face,6.8
0,0.262135,0,102,Brick Lane,5.2
2500000,23.419061,3325038,85,Robot & Frank,6.8
0,7.958831,9726954,106,My Life Without Me,7.2
2500000,25.722747,6854611,95,The Spectacular Now,6.8
0,9.774126,0,101,Religulous,7.2
0,0.197469,0,90,Fuel,7
0,0.142255,0,100,Valley of the Heart's Delight,7
2500000,0.301884,71904,100,Eye of the Dolphin,7.1
0,0.424957,0,80,8: The Mormon Proposition,5.5
14000000,3.393648,0,106,The Other End of the Line,6.1
0,5.025938,0,103,Anatomy,6.1
2500000,4.624691,107559,90,Sleep Dealer,6
2500000,12.204569,324138,96,Super,6.6
0,0.630226,0,89,Christmas Mail,5
2500000,4.270489,0,87,Stung,4.9
35000000,3.674294,0,94,Antibirth,4.8
2400000,4.623059,5731103,120,Get on the Bus,7
0,1.946715,0,101,Thr3e,4.8
30000000,27.940093,495303,84,Idiocracy,6.3
2500000,1.759506,0,110,The Rise of the Krays,4.5
2380000,8.395624,8176544,101,This Is England,7.4
2500000,8.248149,0,101,U.F.O.,3.1
2361000,0.628051,6892000,101,Bathing Beauty,7
2450000,0.500753,0,105,Go for It!,4.6
0,0.376662,565592,97,"Dancer, Texas Pop. 81",10
2300000,1.606314,11000000,107,Show Boat,6.9
0,0.197264,0,91,Redemption Road,4.7
0,5.759493,0,108,The Calling,5.6
2000000,6.86302,0,90,The Brave Little Toaster,6.7
2280000,32.875469,83320000,124,Fantasia,7.2
0,0.015295,0,90,8 Days,0
4000000,14.206525,36690067,95,Friday the 13th Part III,5.7
2200000,12.639469,21930418,92,Friday the 13th: A New Beginning,5.1
0,2.371477,0,117,The Last Sin Eater,6.2
0,2.470443,0,115,Do You Believe?,6.6
0,1.532518,0,90,Impact Point,5.7
2160000,0.1813,9132000,119,The Valley of Decision,5.8
2300000,2.713171,0,97,Eden,5.6
0,0.258413,0,90,Chicken Tikka Masala,3.5
0,2.025701,0,90,There's Always Woodstock,5.4
0,2.659804,0,85,Jack Brooks: Monster Slayer,5.7
2100000,8.38717,23650000,172,The Best Years of Our Lives,7.6
0,6.677093,480811,113,Bully,6.7
0,2.526356,0,89,Elling,7
2100000,0.039007,3330,126,Mi America,0
1500000,31.691617,30448000,78,[REC],7.1
0,0.47909,0,88,Lies in Plain Sight,4.5
0,0.027801,0,0,Sharkskin,0
0,2.122451,0,77,Containment,5.1
0,0.803761,0,81,The Timber,4.1
2000000,41.298723,78898765,115,From Russia with Love,6.9
0,1.791331,0,96,The Toxic Avenger Part II,5.3
2000000,10.664202,18344729,89,Sleeper,7
2000000,100.876794,14674076,100,It Follows,6.6
2000000,13.223111,18016290,88,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6
2000000,22.139842,13129846,129,To Kill a Mockingbird,8
2000000,37.117362,24600832,95,Mad Max 2: The Road Warrior,7.3
0,15.046612,0,102,The Legend of Drunken Master,7.2
2000000,15.557144,11540607,118,Boys Don't Cry,7.2
2000000,11.66632,13101672,85,Silent House,5.2
2000000,34.938177,70000000,137,The Lives of Others,7.9
1000000,5.961119,34522221,129,Courageous,6.8
2000000,17.639478,7600000,134,The Hustler,7.6
2000000,1.867004,9172000,119,Boom Town,6.5
8000000,13.944645,1477676,80,The Triplets of Belleville,7.3
0,2.304552,0,89,Smoke Signals,6.6
0,7.792851,6003587,101,American Splendor,7.1
2700000,14.799323,15992615,80,Before Sunset,7.6
2000000,23.281616,20908467,154,Amores perros,7.6
2000000,20.331593,4601043,100,Thirteen,6.7
2000000,5.381536,7800000,118,Gentleman's Agreement,6.8
2000000,20.834883,13831503,100,Winter's Bone,6.8
0,14.045887,13885802,106,Touching the Void,7.6
2000000,0.483974,4000000,106,Alexander's Ragtime Band,4.8
0,9.719094,0,90,Me and You and Everyone We Know,7
2000000,16.930914,7871522,109,Inside Job,7.7
6000000,28.819424,11122090,96,We Are Your Friends,6.3
0,18.223139,0,116,Ghost Dog: The Way of the Samurai,7.2
2000000,12.999023,5967038,120,Harsh Times,6.3
2000000,6.728882,2801508,97,Captive,5.6
2000000,1.95686,2506446,96,Full Frontal,4.8
0,7.151154,0,98,Witchboard,5.9
2000000,14.846001,5179037,101,Shortbus,6.3
2000000,14.08251,11125849,90,Waltz with Bashir,7.8
2000000,0.031947,1672730,120,"The Book of Mormon Movie, Volume 1: The Journey",5
2000000,2.283796,1431623,102,No End in Sight,7.2
2000000,18.224326,1477002,98,The Diary of a Teenage Girl,6.8
2000000,3.43159,0,109,In the Shadow of the Moon,7.6
0,4.749885,876302,104,Meek's Cutoff,6.5
2000000,3.980072,653621,92,Inside Deep Throat,6.8
0,1.096355,0,99,Dinner Rush,7.1
